"density","year","lat","lon","quarter","haul.id","IDx","ices_rect","SD","density_fle","depth","oxy","temp","X","Y"
707.09487184326,1993,54.7667,13.7167,4,"1993:4:GFR:SOL:H20:37:58","1993.4.GFR.06S1.H20.37.58","38G3","24",135.885385523286,26,5.83130576911672,8.36594374974569,417.435857286916,6069.58582951381
245.020347897977,1993,55.0667,13.7833,4,"1993:4:GFR:SOL:H20:45:56","1993.4.GFR.06S1.H20.45.56","39G3","24",36.409433431527,32,3.22335105830113,9.20574426651001,422.300658477702,6102.89015542725
188.642183957662,1993,55.1,13.8667,4,"1993:4:GFR:SOL:H20:51:55","1993.4.GFR.06S1.H20.51.55","39G3","24",20.2568984942429,32,3.33120554105701,9.18901507059733,427.686501534783,6106.50599600927
1251.34692286424,1993,54.85,14.0167,4,"1993:4:GFR:SOL:H20:38:50","1993.4.GFR.06S1.H20.38.50","38G4","24",57.2328539859191,25,4.71123871566213,8.68962240219116,436.866347244064,6078.54275216579
421.468502823789,1993,55.15,14.1833,4,"1993:4:GFR:SOL:H20:46:54","1993.4.GFR.06S1.H20.46.54","39G4","24",26.2592022441173,34,3.3011276309984,9.26621294021606,447.952589995689,6111.78790263469
91.1626147155004,1993,54.9667,13.9,4,"1993:4:GFR:SOL:H20:39:57","1993.4.GFR.06S1.H20.39.57","38G3","24",42.3613550297461,34,3.67149924942385,9.15043274561564,429.577822901587,6091.63939369413
734.835013955082,1993,55,14.25,4,"1993:4:GFR:SOL:H20:49:51","1993.4.GFR.06S1.H20.49.51","39G4","24",57.8865043536098,31,3.69558747799581,9.18864711125692,452.024068904679,6095.04864227013
1452.88267326218,1993,56.05,17.7333,4,"1993:4:SWE:ARG:FOT:251:20","1993.4.SWE.77AR.FOT.251.20","41G7","25",4.5500849707285,57,7.6465451931071,4.33353249231974,670.2255210045,6215.0136457873
317.955985453559,1993,57.06,17.9483,4,"1993:4:SWE:ARG:FOT:253:22","1993.4.SWE.77AR.FOT.253.22","43G7","27",18.9247453530939,61,6.2466088586675,4.4835999806722,678.78239869031,6327.92661366209
105.636577846128,1993,54.55,13.8,4,"1993:4:GFR:SOL:H20:27:47","1993.4.GFR.06S1.H20.27.47","38G3","24",125.52167164787,11,6.71388394124959,8.02250099182129,422.382907763457,6045.37990686378
464.989055939686,1993,55.05,14.2833,4,"1993:4:GFR:SOL:H20:48:52","1993.4.GFR.06S1.H20.48.52","39G4","24",66.5729122369071,34,2.98287827819007,9.43812719980876,454.21119204838,6100.59013191911
734.649098803088,1993,55.8333,17.7116,4,"1993:4:SWE:ARG:FOT:250:19","1993.4.SWE.77AR.FOT.250.19","40G7","25",2.97705154898374,48,7.71659579249573,4.75906848907471,669.82039651001,6190.85252348293
879.375678212202,1993,54.65,13.7833,4,"1993:4:GFR:SOL:H20:35:59","1993.4.GFR.06S1.H20.35.59","38G3","24",287.557847226582,17,6.04553366134745,8.29533386230469,421.495410490511,6056.52480462362
230.222789253497,1993,55.1333,14.2667,4,"1993:4:GFR:SOL:H20:47:53","1993.4.GFR.06S1.H20.47.53","39G4","24",41.4827194018369,36,3.04622247586268,9.4176246325175,453.247958302001,6109.8705516553
12.1642443935365,1993,57.0683,18.8967,4,"1993:4:SWE:ARG:FOT:254:23","1993.4.SWE.77AR.FOT.254.23","43G8","28",14.2829665963136,99,5.529579485731,4.52954355875651,736.207931949921,6331.73459366744
698.356242888873,1993,54.7,14.1333,4,"1993:4:GFR:SOL:H20:28:41","1993.4.GFR.06S1.H20.28.41","38G4","24",308.476497990621,18,7.3201756861674,7.85852193832397,444.146288519044,6061.75333288383
914.639805515346,1993,54.7167,13.1167,4,"1993:4:GFR:SOL:H20:25:64","1993.4.GFR.06S1.H20.25.64","38G3","24",43.4861606897044,16,6.89828679662272,8.00716431935628,378.687981764396,6064.89457488479
206.513025753468,1993,54.5167,14.3167,4,"1993:4:GFR:SOL:H20:22:43","1993.4.GFR.06S1.H20.22.43","38G4","24",150.679725089619,7,7.82100693895772,7.42871888478597,455.766830417329,6041.22721316423
69.3046007271327,1993,54.5167,14.2,4,"1993:4:GFR:SOL:H20:23:44","1993.4.GFR.06S1.H20.23.44","38G4","24",78.3274780242707,8,7.81506049500529,7.47495476404826,448.212447726176,6041.3068430442
11.9651812808747,1993,57.345,19.1433,4,"1993:4:SWE:ARG:FOT:257:26","1993.4.SWE.77AR.FOT.257.26","43G9","28",13.8462718155995,78,5.71832629505666,4.17321149508158,749.272148138534,6363.38434855535
0.991479474910548,1993,57.91,19.4433,4,"1993:4:SWE:ARG:FOT:260:29","1993.4.SWE.77AR.FOT.260.29","44G9","28",243.016112469235,45,7.78219322125142,4.75047381718953,763.183572954304,6427.34285240847
76.9620039949666,1994,55.1333,14.2,4,"1994:4:GFR:SOL:H20:46:65","1994.4.GFR.06S1.H20.46.65","39G4","24",5.21014924584558,33,3.21148350291487,11.3810558319092,448.995545862907,6109.91723975013
124.819438006181,1994,54.9167,13.1,4,"1994:4:GFR:SOL:H20:42:36","1994.4.GFR.06S1.H20.42.36","38G3","24",14.9670001069855,28,6.44661341363881,9.84748999277751,378.21568179094,6087.17459214183
303.897466687656,1994,54.9833,13.3167,4,"1994:4:GFR:SOL:H20:43:37","1994.4.GFR.06S1.H20.43.37","38G3","24",14.7460564463219,32,5.5654902491272,10.4458758036296,392.282334411695,6094.22911992358
232.309102143755,1994,55.0333,13.4167,4,"1994:4:GFR:SOL:H20:44:38","1994.4.GFR.06S1.H20.44.38","39G3","24",29.0608246633696,30,4.91764389198049,10.6551640828451,398.806933170036,6099.64292642853
103.599516836456,1994,54.5167,14.1333,4,"1994:4:GFR:SOL:H20:23:45","1994.4.GFR.06S1.H20.23.45","38G4","24",35.7380373771514,7,7.44069942485352,8.37012434005737,443.894763602943,6041.35798327699
368.457537325035,1994,55.0667,14.3,4,"1994:4:GFR:SOL:H20:48:62","1994.4.GFR.06S1.H20.48.62","39G4","24",26.1510834643279,34,3.09723324252617,11.4267082214355,455.296721737785,6102.43764950947
83.4378781897527,1994,54.4833,13.9833,4,"1994:4:GFR:SOL:H20:24:44","1994.4.GFR.06S1.H20.24.44","37G3","24",18.0621514925953,6,7.42494170142619,8.59207248687744,434.131231368106,6037.77172551276
609.773526708825,1994,54.6667,13.0333,4,"1994:4:GFR:SOL:H20:21:73","1994.4.GFR.06S1.H20.21.73","38G3","24",11.2189924235706,8,7.21957812652486,9.16816186904907,373.160613515667,6059.47936913363
122.716550808719,1994,55.215,13.2567,4,"1994:4:SWE:ARG:FOT:259:4","1994.4.SWE.77AR.FOT.259.4","39G3","24",50.0106273641111,24,5.97023690306142,9.95323212941488,389.08671665569,6120.10281976346
779.343862984299,1994,54.7167,13.1333,4,"1994:4:GFR:SOL:H20:25:72","1994.4.GFR.06S1.H20.25.72","38G3","24",5.81139649114733,13,7.02441349906514,9.44685284296671,379.757137861453,6064.86600370603
581.391941508167,1994,54.55,13.7833,4,"1994:4:GFR:SOL:H20:27:41","1994.4.GFR.06S1.H20.27.41","38G3","24",110.093448651043,11,6.34178464719035,10.3880969683329,421.302789227439,6045.39846618952
207.143130051877,1994,54.6833,14.1167,4,"1994:4:GFR:SOL:H20:28:49","1994.4.GFR.06S1.H20.28.49","38G4","24",81.8648856681185,16,6.93937071798604,9.25590244928996,443.053164929236,6059.90847575204
590.720916952818,1994,54.5833,14.0833,4,"1994:4:GFR:SOL:H20:29:43","1994.4.GFR.06S1.H20.29.43","38G4","24",7.96308574031336,10,7.30085629176737,8.76399501164754,440.75472552342,6048.80932223614
167.458885894563,1994,54.5833,13.85,4,"1994:4:GFR:SOL:H20:30:42","1994.4.GFR.06S1.H20.30.42","38G3","24",50.5808228460204,10,6.38817633978068,10.3266609509786,425.677408997736,6049.03095409275
26.5535086640283,1994,55.0033,13.9683,4,"1994:4:SWE:ARG:FOT:261:6","1994.4.SWE.77AR.FOT.261.6","39G3","24",5.59978478815494,34,3.73623476040955,11.2171166737874,434.010300198254,6095.64536102887
836.242222224983,1994,54.6167,14.2,4,"1994:4:GFR:SOL:H20:31:48","1994.4.GFR.06S1.H20.31.48","38G4","24",25.9014554624684,13,7.02732351430766,9.00205103556315,448.339040804077,6052.43358858718
1382.53212857194,1994,54.7333,13.35,4,"1994:4:GFR:SOL:H20:32:70","1994.4.GFR.06S1.H20.32.70","38G3","24",170.93709705492,20,7.00023527207642,9.50215085347494,393.757863352728,6066.36313329852
679.601163166951,1994,54.7333,13.5,4,"1994:4:GFR:SOL:H20:33:53","1994.4.GFR.06S1.H20.33.53","38G3","24",281.330092058082,21,7.01781539938253,9.53573910395304,403.41546845294,6066.14632336416
627.095580332787,1994,54.6833,13.6333,4,"1994:4:GFR:SOL:H20:34:55","1994.4.GFR.06S1.H20.34.55","38G3","24",328.905269692022,21,6.84910125251668,9.87911478678385,411.889712420494,6060.40782782333
294.792491812547,1994,54.9583,13.2517,4,"1994:4:SWE:ARG:FOT:258:3","1994.4.SWE.77AR.FOT.258.3","38G3","24",14.1831434638431,33,5.94481481310781,10.2532911300659,388.053767435161,6091.54963313136
1581.57008598081,1994,55.7017,14.39,4,"1994:4:SWE:ARG:FOT:265:10","1994.4.SWE.77AR.FOT.265.10","40G4","25",85.4826050811326,20,6.40945707898763,7.82228883107503,461.663385173621,6173.04900708564
5544.41809463064,1994,55.9367,17.0533,4,"1994:4:SWE:ARG:FOT:268:13","1994.4.SWE.77AR.FOT.268.13","40G7","25",7.69357856060224,34,7.62248791305745,6.98969062169393,628.258849556472,6200.93870780164
807.160894978243,1994,54.65,13.7333,4,"1994:4:GFR:SOL:H20:35:56","1994.4.GFR.06S1.H20.35.56","38G3","24",203.384227031819,19,6.35115940160166,10.4153807957967,418.269452851463,6056.58183623873
111.21787161812,1994,55.05,13.6167,4,"1994:4:GFR:SOL:H20:50:40","1994.4.GFR.06S1.H20.50.40","39G3","24",4.26713671730578,32,4.31693939455007,10.9619175593058,411.625347027139,6101.2298867009
643.009895118899,1994,54.7167,13.8333,4,"1994:4:GFR:SOL:H20:36:57","1994.4.GFR.06S1.H20.36.57","38G3","24",246.367848143701,22,6.24355762477671,10.3027472496033,424.844714572085,6063.89148038328
2147.7231868128,1994,55.8717,16.0733,4,"1994:4:SWE:ARG:FOT:287:32","1994.4.SWE.77AR.FOT.287.32","40G6","25",14.8104879898038,42,4.19793250358683,6.03435834248861,567.159512902604,6192.32102538829
417.264764112919,1994,54.7667,13.6667,4,"1994:4:GFR:SOL:H20:37:54","1994.4.GFR.06S1.H20.37.54","38G3","24",78.1636288626121,29,6.55939985091756,10.0232413609823,414.219179127919,6069.64583471616
943.367038314268,1994,54.85,14.0167,4,"1994:4:GFR:SOL:H20:38:58","1994.4.GFR.06S1.H20.38.58","38G4","24",84.1447689464689,25,5.19843280246938,10.7527888615926,436.866347244064,6078.54275216579
433.033712563721,1994,54.9667,13.8833,4,"1994:4:GFR:SOL:H20:39:60","1994.4.GFR.06S1.H20.39.60","38G3","24",4.415487633103,34,4.19328396150945,11.1027619043986,428.508731938771,6091.65632969706
289.095752597904,1994,55.1167,13.8833,4,"1994:4:GFR:SOL:H20:51:66","1994.4.GFR.06S1.H20.51.66","39G3","24",1.6931068714289,31,3.96713727230733,11.0713790257772,428.775377122801,6108.3472082473
525.871758545514,1994,54.9167,13.6167,4,"1994:4:GFR:SOL:H20:40:69","1994.4.GFR.06S1.H20.40.69","38G3","24",20.2531555093059,33,4.3555368427297,10.9795513153076,411.332019129703,6086.39791049652
630.761459427878,1994,54.8667,13.1833,4,"1994:4:GFR:SOL:H20:41:34","1994.4.GFR.06S1.H20.41.34","38G3","24",86.2414561471146,30,6.10846536034495,10.1227032343547,383.409999099534,6081.46994086531
273.314796546596,1994,55.1333,14.2667,4,"1994:4:GFR:SOL:H20:47:63","1994.4.GFR.06S1.H20.47.63","39G4","24",5.28144210692682,36,3.13504620474351,11.4154062271118,453.247958302001,6109.8705516553
727.813164370318,1994,55.0667,13.8,4,"1994:4:GFR:SOL:H20:45:68","1994.4.GFR.06S1.H20.45.68","39G3","24",4.70390486396667,32,3.95310754125926,11.1297194163005,423.367078593389,6102.87171457156
214.275078656797,1994,54.5167,14.2833,4,"1994:4:GFR:SOL:H20:22:46","1994.4.GFR.06S1.H20.22.46","38G4","24",53.1790284038373,7,7.41096948281148,8.31762584050496,453.604729767036,6041.24872360345
2717.4880615967,1994,55.4608,14.5117,4,"1994:4:SWE:ARG:FOT:263:8","1994.4.SWE.77AR.FOT.263.8","39G4","24",30.1536702012217,57,3.29861946608938,9.09965387980143,469.123293291049,6146.17911764092
1522.6639579548,1994,55.4617,14.5,4,"1994:4:SWE:ARG:FOT:264:9","1994.4.SWE.77AR.FOT.264.9","39G4","24",19.6447096853994,55,3.29861946608938,9.09965387980143,468.384193021077,6146.28453108905
198.559908022178,1994,55.6717,16.4867,4,"1994:4:SWE:ARG:FOT:267:12","1994.4.SWE.77AR.FOT.267.12","40G6","25",0.872195037710946,56,2.41213733859075,5.55958445866903,593.502886769805,6170.54355927815
2672.22317299314,1994,55.85,17.6933,4,"1994:4:SWE:ARG:FOT:269:14","1994.4.SWE.77AR.FOT.269.14","40G7","25",1.05466535893218,48,6.87457345231323,4.13666685422262,668.602308398883,6192.66563368486
23.6862561093152,1994,56.0632,17.7578,4,"1994:4:SWE:ARG:FOT:270:15","1994.4.SWE.77AR.FOT.270.15","41G7","25",0,56,7.24823480684001,4.05000901222229,671.69221704547,6216.54282338458
240.957584475201,1994,57.455,17.5417,4,"1994:4:SWE:ARG:FOT:273:18","1994.4.SWE.77AR.FOT.273.18","43G7","27",7.72544516534607,79,4.01682391484273,4.81921927134196,652.492574117436,6370.88821467954
8.22395419299361,1994,57.45,17.105,4,"1994:4:SWE:ARG:FOT:274:19","1994.4.SWE.77AR.FOT.274.19","43G7","27",75.9732596778756,53,7.69868699017436,5.88052193323771,626.314914014062,6369.43585432951
3.96243595157896,1994,57.7467,18.1683,4,"1994:4:SWE:ARG:FOT:276:21","1994.4.SWE.77AR.FOT.276.21","44G8","27",0,110,2.59050452032522,4.44257720311483,688.554955798584,6404.92068117172
3.93517111702529,1994,57.8817,19.425,4,"1994:4:SWE:ARG:FOT:278:23","1994.4.SWE.77AR.FOT.278.23","44G9","28",142.000147161629,45,6.95996358571269,6.60861221949259,762.306841933979,6424.12512352746
41.1318244127268,1994,57.175,18.86,4,"1994:4:SWE:ARG:FOT:281:26","1994.4.SWE.77AR.FOT.281.26","43G8","28",147.254634301431,47,7.5354065724589,4.57450866699219,733.312246899067,6343.47458531312
28.5193557017723,1994,57.085,18.8995,4,"1994:4:SWE:ARG:FOT:282:27","1994.4.SWE.77AR.FOT.282.27","43G8","28",16.366551942535,91,4.06183120913595,4.18366479873657,736.271288108506,6333.60151958524
666.087201330709,1994,56.2533,18.4833,4,"1994:4:SWE:ARG:FOT:283:28","1994.4.SWE.77AR.FOT.283.28","41G8","26",0,77,3.77861219903666,4.10211896896362,715.771891319659,6239.7282611199
16.7665722687421,1994,56.0317,18.925,4,"1994:4:SWE:ARG:FOT:284:29","1994.4.SWE.77AR.FOT.284.29","41G8","26",0,133,2.82332031713511,4.81161530812581,744.521396149404,6216.55823280673
0.15378864647588,1994,55.575,18.365,4,"1994:4:SWE:ARG:FOT:285:30","1994.4.SWE.77AR.FOT.285.30","40G8","26",0,93,3.41644040512212,5.19416459401449,712.120933245483,6163.92037936237
614.458215093821,1994,55.8,15.3833,4,"1994:4:SWE:ARG:FOT:288:33","1994.4.SWE.77AR.FOT.288.33","40G5","25",10.0765143442666,47,4.34670999389648,6.54028685887655,524.028823744628,6183.88696927846
527.917142470287,1994,55.9467,15.375,4,"1994:4:SWE:ARG:FOT:289:34","1994.4.SWE.77AR.FOT.289.34","40G5","25",44.6227293449129,33,6.29946119053039,6.8895050684611,523.420045961471,6200.21096692342
111.152348270601,1994,55.2195,13.5853,4,"1994:4:SWE:ARG:FOT:260:5","1994.4.SWE.77AR.FOT.260.5","39G3","24",28.0698054343486,30,3.75659387710749,11.1851825714111,410.001607239679,6120.13026214944
5.69237386689332,1994,55.46,14.6983,4,"1994:4:SWE:ARG:FOT:262:7","1994.4.SWE.77AR.FOT.262.7","39G4","24",0,64,1.82565230629552,7.6624542872111,480.922146571608,6146.02308037896
885.335274334214,1994,54.9833,14.25,4,"1994:4:GFR:SOL:H20:49:61","1994.4.GFR.06S1.H20.49.61","38G4","24",3.27685271495934,29,3.90148532062594,11.1436141331991,452.004143824244,6093.19033982539
12.0692845576646,1994,55.595,14.6067,4,"1994:4:SWE:ARG:FOT:266:11","1994.4.SWE.77AR.FOT.266.11","40G4","25",1.15516485933466,61,1.7580287031236,7.93687359491984,475.214914534471,6161.07586323766
12.0121803623569,1994,57.85,19.5283,4,"1994:4:SWE:ARG:FOT:279:24","1994.4.SWE.77AR.FOT.279.24","44G9","28",43.4503623845711,82,4.76597756922556,3.96768180529277,768.661170506191,6421.00641370753
90.1583791167488,1994,57.3783,19.19,4,"1994:4:SWE:ARG:FOT:280:25","1994.4.SWE.77AR.FOT.280.25","43G9","28",46.992927001331,90,5.3722032602595,4.00518258412679,751.851224700854,6367.25941139762
447.174422800885,1995,55.0333,13.4,4,"1995:4:GFR:SOL:H20:44:27","1995.4.GFR.06S1.H20.44.27","39G3","24",12.6476389696896,32,4.47932113778687,10.4045071601868,397.739684707705,6099.66722851768
2228.53393444256,1995,57.3613,19.17,4,"1995:4:SWE:ARG:FOT:257:12","1995.4.SWE.77AR.FOT.257.12","43G9","28",38.3133098116411,93,4.32826831894989,4.36340030034383,750.766036496757,6365.2950952996
656.441968542287,1995,55.456,14.6562,4,"1995:4:SWE:ARG:FOT:269:24","1995.4.SWE.77AR.FOT.269.24","39G4","24",50.1843495699728,63,2.74882303861593,10.5571670532227,478.257783922517,6145.59028647588
907.407956105981,1995,55.852,17.692,4,"1995:4:SWE:ARG:FOT:265:20","1995.4.SWE.77AR.FOT.265.20","40G7","25",8.72283214242134,49,7.37570194758097,5.42052761713664,668.512291867177,6192.88496547672
672.341704865079,1995,54.9167,13.1,4,"1995:4:GFR:SOL:H20:42:25","1995.4.GFR.06S1.H20.42.25","38G3","24",90.0098094395602,28,6.28990011861216,9.69624169667562,378.21568179094,6087.17459214183
617.532742110288,1995,55.928,17.1058,4,"1995:4:SWE:ARG:FOT:266:21","1995.4.SWE.77AR.FOT.266.21","40G7","25",2.38860903655998,34,7.48656040865275,8.13161261876424,631.56719096521,6200.06930570901
948.464367529324,1995,55.6752,14.4827,4,"1995:4:SWE:ARG:FOT:267:22","1995.4.SWE.77AR.FOT.267.22","40G4","25",287.801196751918,41,6.40281239992828,8.66242504119873,467.467236788395,6170.05247504274
13.7512585261666,1995,56.0155,18.9065,4,"1995:4:SWE:ARG:FOT:251:6","1995.4.SWE.77AR.FOT.251.6","41G8","26",1.36173895018311,132,2.01412322677002,5.40248362223307,743.471562113002,6214.69139631175
727.515940676317,1995,55.2155,13.648,4,"1995:4:SWE:ARG:FOT:271:26","1995.4.SWE.77AR.FOT.271.26","39G3","24",278.165782880506,31,3.21355681190211,11.1066805521647,413.981475720294,6119.6060639654
1011.92886716632,1995,55.05,13.6167,4,"1995:4:GFR:SOL:H20:50:28","1995.4.GFR.06S1.H20.50.28","39G3","24",5.85347542499317,32,3.44438484235153,10.9149621327718,411.625347027139,6101.2298867009
830.232764675794,1995,55.1,14.3167,4,"1995:4:GFR:SOL:H20:48:35","1995.4.GFR.06S1.H20.48.35","39G4","24",13.1014078925747,32,2.12993413472799,11.7432085673014,456.399435004194,6106.13264574818
592.698333610788,1995,55.1667,14.2667,4,"1995:4:GFR:SOL:H20:47:34","1995.4.GFR.06S1.H20.47.34","39G4","24",15.8175219674912,32,2.55182211318461,11.6728591918945,453.286997363808,6113.58725701949
392.451696650655,1995,56.0528,17.7492,4,"1995:4:SWE:ARG:FOT:264:19","1995.4.SWE.77AR.FOT.264.19","41G7","25",3.45856590808293,55,7.38833509452922,5.20054912567139,671.20305394485,6215.36446439521
599.941775552923,1995,55.8708,16.0307,4,"1995:4:SWE:ARG:FOT:249:4","1995.4.SWE.77AR.FOT.249.4","40G6","25",33.8009728499765,49,6.06479907378031,7.41340716679891,564.495506786546,6192.1803489519
95.8135189271058,1995,57.4853,17.0582,4,"1995:4:SWE:ARG:FOT:261:16","1995.4.SWE.77AR.FOT.261.16","43G7","27",75.6670527441276,77,7.19628069391174,5.3796747525533,623.388063139115,6373.27848721271
11.2121208499345,1995,57.8595,19.4797,4,"1995:4:SWE:ARG:FOT:259:14","1995.4.SWE.77AR.FOT.259.14","44G9","28",123.845842389056,70,7.47922204992676,4.38620058695475,765.710267443587,6421.87051660251
508.201465751172,1995,55.1,13.7833,4,"1995:4:GFR:SOL:H20:51:31","1995.4.GFR.06S1.H20.51.31","39G3","24",10.0291800239165,33,3.12903050386327,11.0460189183553,422.36518856439,6106.59550968486
5.36626996138391,1995,57.8778,19.4223,4,"1995:4:SWE:ARG:FOT:260:15","1995.4.SWE.77AR.FOT.260.15","44G9","28",77.5361936552673,46,7.510679187146,6.61501550674438,762.175331438602,6423.68101814619
1754.36290905241,1995,54.6667,13.0667,4,"1995:4:GFR:SOL:H20:21:48","1995.4.GFR.06S1.H20.21.48","38G3","24",322.350826023548,8,7.17323130502116,8.96648136774699,375.314424083116,6059.41954558746
266.694433550144,1995,57.0728,18.8355,4,"1995:4:SWE:ARG:FOT:255:10","1995.4.SWE.77AR.FOT.255.10","43G8","28",182.609427546005,71,6.79102462786967,4.34308274586995,732.4722721693,6332.02476833032
10.2515339769017,1995,54.4833,14.0333,4,"1995:4:GFR:SOL:H20:24:43","1995.4.GFR.06S1.H20.24.43","37G4","24",34.2030583889,7,7.48448221680298,8.47599744796753,437.370470522518,6037.72608611565
1162.94709696945,1995,54.7167,13.1333,4,"1995:4:GFR:SOL:H20:25:47","1995.4.GFR.06S1.H20.25.47","38G3","24",158.854178756511,13,7.01177625222066,9.30232079823812,379.757137861453,6064.86600370603
45.6269837702586,1995,57.1647,18.8183,4,"1995:4:SWE:ARG:FOT:256:11","1995.4.SWE.77AR.FOT.256.11","43G8","28",909.922875961993,37,7.77685173976644,6.07242695490519,730.857541783706,6342.18700922767
