"","year","est","lwr","upr","log_est","se","sub_div","species","est_t","lwr_t","upr_t"
"189",2019,401112.332193778,253688.53599209,801137.82518413,12.9383712998964,0.305242973942644,"25","fle",401.112332193778,253.68853599209,801.13782518413
"190",1993,415359.568275433,71611.3596941397,1863489.60464992,12.9218463577528,0.814546837395883,"26","fle",415.359568275433,71.6113596941397,1863.48960464992
"191",1994,204202.559357339,41613.2114474593,1592037.86332432,12.3298404421707,0.876268298914395,"26","fle",204.202559357339,41.6132114474593,1592.03786332432
"192",1995,796077.915158406,139009.386426771,4126946.83521501,13.5407684392305,0.835522150894117,"26","fle",796.077915158406,139.009386426771,4126.94683521501
"193",1996,387525.852003986,88162.2575309324,1850764.85006614,12.8904532732313,0.775834855853331,"26","fle",387.525852003986,88.1622575309324,1850.76485006614
"194",1997,325674.036048154,49368.6095565466,1288515.4797284,12.6882683368841,0.772255356761059,"26","fle",325.674036048154,49.3686095565466,1288.5154797284
"195",1998,174465.642273346,54377.6355420988,729653.959996715,12.0838197614419,0.679418965723724,"26","fle",174.465642273346,54.3776355420988,729.653959996715
"196",1999,94441.7186359386,31840.7117001163,414218.363515554,11.5508419277136,0.644997402048515,"26","fle",94.4417186359386,31.8407117001163,414.218363515554
"197",2000,229823.170080463,71653.7489585163,929590.722331613,12.4019411930913,0.643625070938786,"26","fle",229.823170080463,71.6537489585163,929.590722331613
"198",2001,519410.430451394,188487.590481507,1372018.86059248,13.1132692205372,0.547708267852754,"26","fle",519.410430451394,188.487590481507,1372.01886059248
"199",2002,1482655.75379231,835925.835928917,3002808.95706189,14.2045438227138,0.336823293403759,"26","fle",1482.65575379231,835.925835928917,3002.80895706189
"200",2003,392787.101761564,140929.810676108,1497260.67997501,12.8920092971627,0.63498454003394,"26","fle",392.787101761564,140.929810676108,1497.26067997501
"201",2004,525022.227166323,211102.491109965,1607457.58264402,13.1771063488799,0.589014374884296,"26","fle",525.022227166323,211.102491109965,1607.45758264402
"202",2005,381812.038696776,192593.445979569,917081.346681588,12.8509497758165,0.421160820314309,"26","fle",381.812038696776,192.593445979569,917.081346681588
"203",2006,389652.513853492,216213.265452476,772257.568983437,12.8889101596149,0.324965316388273,"26","fle",389.652513853492,216.213265452476,772.257568983437
"204",2007,454310.551485988,272931.138891415,804199.533103658,13.0028708344534,0.302658469635657,"26","fle",454.310551485988,272.931138891415,804.199533103658
"205",2008,647611.635941132,415765.545729482,934083.662678555,13.3700155305222,0.210618460968575,"26","fle",647.611635941132,415.765545729482,934.083662678555
"206",2009,415953.408404598,243034.762476143,764470.341793563,12.9442320615081,0.31694139114886,"26","fle",415.953408404598,243.034762476143,764.470341793563
"207",2010,530451.006423678,385324.989709426,770958.463262711,13.1977108919127,0.183021684958054,"26","fle",530.451006423678,385.324989709426,770.958463262711
"208",2011,400793.353216878,272682.964431616,608878.13373645,12.8927111772224,0.215807522551864,"26","fle",400.793353216878,272.682964431616,608.87813373645
"209",2012,280078.443130217,203674.914352556,417438.753560075,12.5672587153637,0.199582204546422,"26","fle",280.078443130217,203.674914352556,417.438753560075
"210",2013,344469.494948365,206907.223588755,513232.28366932,12.7472525550942,0.257979815959399,"26","fle",344.469494948365,206.907223588755,513.23228366932
"211",2014,222884.847216976,134270.350392032,428265.442725748,12.3312475139201,0.304182776357667,"26","fle",222.884847216976,134.270350392032,428.265442725748
"212",2015,298339.719053472,165632.031368587,528913.273507842,12.6194535057505,0.304629009646593,"26","fle",298.339719053472,165.632031368587,528.913273507842
"213",2016,401738.583957441,298948.396625211,626182.882205102,12.9431662065608,0.197231336631525,"26","fle",401.738583957441,298.948396625211,626.182882205102
"214",2017,565579.756601711,386807.253595454,814331.445192372,13.2407821124285,0.206933006814983,"26","fle",565.579756601711,386.807253595454,814.331445192372
"215",2018,297302.922245402,189288.421380731,524163.184760773,12.5948005900851,0.27434794265555,"26","fle",297.302922245402,189.288421380731,524.163184760773
"216",2019,389641.122579693,204382.960606223,1201707.67456357,12.9458841541525,0.496920711979167,"26","fle",389.641122579693,204.382960606223,1201.70767456357
"217",1993,223280.433347989,72863.1116118263,757334.801087741,12.34624436786,0.599921411314637,"27","fle",223.280433347989,72.8631116118263,757.334801087741
"218",1994,85505.4298436159,23255.7592455619,431431.33542684,11.4013227857679,0.657093245996999,"27","fle",85.5054298436159,23.2557592455619,431.43133542684
"219",1995,267461.267466397,89004.4223349181,915502.741347113,12.5239188560503,0.636115645073458,"27","fle",267.461267466397,89.0044223349181,915.502741347113
"220",1996,144784.727628587,61765.349084574,543452.993010149,11.9667904852112,0.57491857511279,"27","fle",144.784727628587,61.765349084574,543.452993010149
"221",1997,145108.970974868,58870.4208703513,632493.25410046,11.8706690306856,0.551850345087391,"27","fle",145.108970974868,58.8704208703513,632.49325410046
"222",1998,56000.0045538935,20443.8910281727,162540.931746079,10.9219036895617,0.542182232351668,"27","fle",56.0000045538935,20.4438910281727,162.540931746079
"223",1999,44587.1024749814,17111.4219426561,121738.683704268,10.7288157139395,0.5747249465549,"27","fle",44.5871024749814,17.1114219426561,121.738683704268
"224",2000,181711.562851869,89185.4793699414,543116.013357469,12.1607852616223,0.489444316287225,"27","fle",181.711562851869,89.1854793699414,543.116013357469
"225",2001,293919.094691624,150980.274902149,898243.686269525,12.6389679555576,0.472413087283839,"27","fle",293.919094691624,150.980274902149,898.243686269525
"226",2002,845235.998130948,404482.149148191,3395943.07155435,13.7213964010404,0.550615927384105,"27","fle",845.235998130948,404.482149148191,3395.94307155435
"227",2003,123243.447962106,52849.0718065094,580532.813916227,11.8037336704336,0.609198009740078,"27","fle",123.243447962106,52.8490718065094,580.532813916227
"228",2004,251026.211062339,95551.0386817626,1463213.62991941,12.6009250339593,0.734995817257211,"27","fle",251.026211062339,95.5510386817625,1463.21362991941
"229",2005,505440.223111538,213870.830940951,2661666.75885073,13.2555021458916,0.641629543938107,"27","fle",505.440223111538,213.870830940951,2661.66675885073
"230",2006,330634.624371175,130813.352342461,1854705.39124591,12.8082503130914,0.650415966517172,"27","fle",330.634624371175,130.813352342461,1854.70539124591
"231",2007,293723.157042984,133885.580398771,1195287.93055621,12.6435472609428,0.537511978851671,"27","fle",293.723157042984,133.885580398771,1195.28793055621
"232",2008,249134.176216504,108210.76723309,1053418.51855316,12.5059194176063,0.615010060116525,"27","fle",249.134176216504,108.21076723309,1053.41851855316
"233",2009,454162.505968994,222222.795724698,1683550.2566375,13.0995912940251,0.572510787671838,"27","fle",454.162505968994,222.222795724698,1683.5502566375
"234",2010,194094.056300885,89128.8141882446,845511.899657583,12.2623357434456,0.560870072558288,"27","fle",194.094056300885,89.1288141882446,845.511899657583
"235",2011,80091.9036908253,32472.2224148159,270821.562484824,11.3163884387403,0.574022906100057,"27","fle",80.0919036908253,32.4722224148159,270.821562484824
"236",2012,41508.1052002243,16753.9375664706,163977.885600674,10.6407219047713,0.587812358268253,"27","fle",41.5081052002243,16.7539375664706,163.977885600674
"237",2013,63381.0216652895,25163.8498048259,238823.72376785,11.1186143739375,0.568144496944245,"27","fle",63.3810216652895,25.1638498048259,238.82372376785
"238",2014,57483.5312808845,17676.5779098251,232819.252895584,10.9826564113555,0.642523336533612,"27","fle",57.4835312808845,17.6765779098251,232.819252895584
"239",2015,48165.8498026988,20367.0430227888,201258.819373924,10.8898822798715,0.632638690890147,"27","fle",48.1658498026988,20.3670430227888,201.258819373924
"240",2016,45653.847613291,15354.3841150807,224747.025770782,10.7319376889716,0.696392951727713,"27","fle",45.653847613291,15.3543841150807,224.747025770782
"241",2017,46436.5142347762,14002.7074670706,197269.682704297,10.8032089265974,0.667588612361081,"27","fle",46.4365142347762,14.0027074670706,197.269682704297
"242",2018,100725.067788387,36862.4429947801,551688.38513223,11.5561552808957,0.626920868456939,"27","fle",100.725067788387,36.8624429947801,551.68838513223
"243",2019,90982.9110928606,36690.9667121383,346849.870383594,11.4642048191031,0.667546037304467,"27","fle",90.9829110928606,36.6909667121383,346.849870383594
"244",1993,563616.614020647,194098.845671197,4108588.03641872,13.4416214287996,0.878134596123243,"28","fle",563.616614020647,194.098845671197,4108.58803641872
"245",1994,313660.643812734,117382.395914984,2240369.78748707,12.8905659050522,0.87318149964589,"28","fle",313.660643812734,117.382395914984,2240.36978748707
"246",1995,884500.766755278,292677.066700734,3611782.58399705,13.7578559847982,0.763370449462882,"28","fle",884.500766755277,292.677066700734,3611.78258399705
"247",1996,462994.142124282,156802.196655114,1795656.42961704,13.1049664282503,0.723933012794531,"28","fle",462.994142124282,156.802196655114,1795.65642961704
"248",1997,354684.123208116,191445.111296165,1045272.65175502,12.8761045391662,0.605245748660324,"28","fle",354.684123208116,191.445111296165,1045.27265175502
"249",1998,280111.963994477,144321.564186052,1020316.26097145,12.6413893466577,0.569337743078862,"28","fle",280.111963994477,144.321564186052,1020.31626097145
"250",1999,181123.546218396,57900.1991536492,807656.122848746,12.1293642086227,0.751503322000133,"28","fle",181.123546218396,57.9001991536492,807.656122848746
"251",2000,505159.839567051,220974.059850405,1936606.3288517,13.224850764918,0.68425067095695,"28","fle",505.159839567051,220.974059850405,1936.6063288517
"252",2001,995414.627628422,420107.530450233,3121704.9700275,13.8367159291142,0.627883682322782,"28","fle",995.414627628422,420.107530450233,3121.7049700275
"253",2002,2193256.4898913,701571.623247283,8727870.54332788,14.6919442977997,0.820072955038527,"28","fle",2193.2564898913,701.571623247283,8727.87054332788
"254",2003,664453.804159082,215282.503508633,3582962.52253499,13.4775995995942,0.857221062716341,"28","fle",664.453804159082,215.282503508633,3582.96252253499
"255",2004,999602.198936264,283628.098539412,5202956.32581569,13.923037285988,0.873340804037501,"28","fle",999.602198936264,283.628098539412,5202.95632581569
"256",2005,1038450.84824116,272671.779565797,6490396.17338159,13.8705888244716,0.846641760809168,"28","fle",1038.45084824116,272.671779565797,6490.39617338159
"257",2006,1108478.47147507,473880.351320471,5710796.89336364,14.0228763096407,0.67390263843383,"28","fle",1108.47847147507,473.880351320471,5710.79689336364
"258",2007,2969458.69298975,1570749.31838395,14121017.6148658,15.069749360969,0.706256586636525,"28","fle",2969.45869298975,1570.74931838395,14121.0176148658
"259",2008,1208417.3157449,771958.251319011,4309583.06941044,14.1171361936805,0.607097025043047,"28","fle",1208.4173157449,771.958251319011,4309.58306941044
"260",2009,1710208.01888904,629416.036520287,8215378.76376508,14.4578442270765,0.781236315404494,"28","fle",1710.20801888904,629.416036520287,8215.37876376508
"261",2010,1566489.33035661,711585.392656725,6679297.70707759,14.3457400209441,0.639799644211382,"28","fle",1566.48933035661,711.585392656725,6679.29770707759
"262",2011,1753963.83951691,827008.092342929,4812639.84296461,14.4154083850568,0.58522095693488,"28","fle",1753.96383951691,827.008092342929,4812.63984296461
"263",2012,567640.779854524,316301.788330254,1616242.90226361,13.3300702113574,0.50729418960025,"28","fle",567.640779854524,316.301788330254,1616.24290226361
"264",2013,286915.534176542,208490.843037478,521059.070594472,12.6390272128634,0.457743303583233,"28","fle",286.915534176542,208.490843037478,521.059070594472
"265",2014,109859.48622117,71459.9591733078,340607.438441871,11.6976482261021,0.506343462126409,"28","fle",109.85948622117,71.4599591733078,340.607438441871
"266",2015,127521.035005518,79506.3228099368,255671.782329407,11.8186638815927,0.457106811828357,"28","fle",127.521035005518,79.5063228099368,255.671782329407
"267",2016,77645.302565833,48996.4787763437,143935.041357877,11.3185282763843,0.457894730074192,"28","fle",77.645302565833,48.9964787763437,143.935041357877
"268",2017,232497.32330827,163254.793352725,642942.655488554,12.4177233568378,0.454127070150412,"28","fle",232.49732330827,163.254793352725,642.942655488554
"269",2018,173742.473634225,114119.755066339,325684.840654281,12.133226466989,0.43032724319694,"28","fle",173.742473634225,114.119755066339,325.684840654281
"270",2019,237475.486357631,88701.8825118403,877175.063857896,12.4374878534348,0.628355025903688,"28","fle",237.475486357631,88.7018825118403,877.175063857896
